feature_set,preprocess,k,layer_id,layer_name,variable,variable_label,test,statistic,df,p_value,effect_size,cluster_stats,is_sig_with_effect,score_included
enhanced,robust,3,visited,到访层(C008=1),C091,推荐意愿,kruskal_epsilon2,39.52427744811889,2,2.6146418097266015e-09,0.05702777727677642,C1=3.086|C2=3.842|C3=3.918,1,0
enhanced,robust,3,unvisited,未到访层(C008=2),C044,未到访原因-兴趣不大,chi2_cramers_v,6.246483323839724,2,0.04401425756781771,0.1688868109219241,C1=0.568|C2=0.824|C3=0.509,1,1
enhanced,robust,3,unvisited,未到访层(C008=2),C047,未到访原因-缺乏吸引力,chi2_cramers_v,5.431428296134179,2,0.06615768974634334,0.15748346722148732,C1=0.351|C2=0.647|C3=0.364,0,1
enhanced,robust,3,unvisited,未到访层(C008=2),C048,未到访原因-预算考虑,chi2_cramers_v,2.011334552408721,2,0.3658004634034194,0.09583410686387173,C1=0.405|C2=0.235|C3=0.303,0,1
enhanced,robust,3,unvisited,未到访层(C008=2),C090,到访意愿,kruskal_epsilon2,22.933933941534264,2,1.0470309522009942e-05,0.09691636084043641,C1=2.892|C2=3.235|C3=3.958,1,0
enhanced,robust,3,unvisited,未到访层(C008=2),C091,推荐意愿,kruskal_epsilon2,17.618106983992277,2,0.0001493745732784121,0.0723060508518161,C1=3.000|C2=3.471|C3=3.879,1,0
enhanced,robust,4,all,全样本对照,C090,到访意愿,kruskal_epsilon2,118.07689349256151,3,2.0025497786145107e-25,0.1313663167723305,C1=3.756|C2=2.396|C3=3.595|C4=3.931,1,1
enhanced,robust,4,all,全样本对照,C091,推荐意愿,kruskal_epsilon2,96.13537263278145,3,1.0526883360712735e-20,0.10631891853057243,C1=3.644|C2=2.538|C3=3.743|C4=3.910,1,1
enhanced,robust,4,visited,到访层(C008=1),C036,到访问题-配套设施不完善,chi2_cramers_v,3.1916635830473385,3,0.36300788859983735,0.0694876819812083,C1=0.732|C2=0.754|C3=0.714|C4=0.667,0,1
enhanced,robust,4,visited,到访层(C008=1),C037,到访问题-文化展示不够详细,chi2_cramers_v,3.6516615923019877,3,0.3016182358658463,0.07432664539236845,C1=0.352|C2=0.333|C3=0.357|C4=0.426,0,1
enhanced,robust,4,visited,到访层(C008=1),C038,到访问题-价格偏高,chi2_cramers_v,5.889974673358026,3,0.11708763687656905,0.09439651998571266,C1=0.634|C2=0.623|C3=0.607|C4=0.520,0,1
enhanced,robust,4,visited,到访层(C008=1),C040,到访问题-指示标识不清晰,chi2_cramers_v,4.7926707542493485,3,0.18762373587096234,0.08515066965080698,C1=0.704|C2=0.681|C3=0.661|C4=0.596,0,1
enhanced,robust,4,visited,到访层(C008=1),C090,到访意愿,kruskal_epsilon2,83.04620780783982,3,6.8152733683698875e-18,0.12183593273643809,C1=3.704|C2=2.435|C3=3.714|C4=3.925,1,0
enhanced,robust,4,visited,到访层(C008=1),C091,推荐意愿,kruskal_epsilon2,70.52058527196206,3,3.3020219565824096e-15,0.10277105825260588,C1=3.676|C2=2.522|C3=3.821|C4=3.916,1,0
enhanced,robust,4,unvisited,未到访层(C008=2),C044,未到访原因-兴趣不大,chi2_cramers_v,5.739348729443932,3,0.1250035063325649,0.16188598402562493,C1=0.474|C2=0.636|C3=0.778|C4=0.512,0,1
enhanced,robust,4,unvisited,未到访层(C008=2),C047,未到访原因-缺乏吸引力,chi2_cramers_v,4.4963306018624,3,0.2126178229174219,0.14328708930968628,C1=0.316|C2=0.364|C3=0.611|C4=0.369,0,1
enhanced,robust,4,unvisited,未到访层(C008=2),C048,未到访原因-预算考虑,chi2_cramers_v,1.6251961838060236,3,0.6536903443101245,0.08614515157956816,C1=0.316|C2=0.409|C3=0.222|C4=0.312,0,1
enhanced,robust,4,unvisited,未到访层(C008=2),C090,到访意愿,kruskal_epsilon2,37.58189786946059,3,3.465376818509351e-08,0.16084603660214228,C1=3.947|C2=2.273|C3=3.222|C4=3.950,1,0
enhanced,robust,4,unvisited,未到访层(C008=2),C091,推荐意愿,kruskal_epsilon2,27.290896724162874,3,5.1159332231141965e-06,0.1129809149961064,C1=3.526|C2=2.591|C3=3.500|C4=3.894,1,0
