feature_set,preprocess,k,silhouette,calinski_harabasz,davies_bouldin,cluster_size_distribution,stratified_sig_n,stratified_mean_effect,stratified_external_score,visited_sig_n,unvisited_sig_n,all_sig_n,visited_scored_sig_n,unvisited_scored_sig_n,all_scored_sig_n,k_robust_note
enhanced,robust,2,0.3269790728132302,295.0629125794282,1.4609753264020353,182|698,5,0.06164512208723405,5.6164512208723405,5,2,2,3,0,2,正文主口径
enhanced,robust,3,0.26733375945219773,221.3923723298503,1.4239891130987372,176|74|630,4,0.09961559199999709,4.996155919999971,3,3,2,1,1,2,备选
enhanced,robust,4,0.27892828070691666,195.4319891343525,1.4500907424087155,90|91|74|625,2,0.10581833080309762,3.0581833080309764,2,2,2,0,0,2,附录结构优先版（robust）
enhanced,zscore,4,0.09058376284155181,91.1039687028719,2.5773063396915648,286|351|87|156,4,0.10609298384255103,5.06092983842551,3,3,2,1,1,2,附录统计优先版（zscore）
