cluster,cluster_name,n,share_pct,motive_count,new_project_pref_count,promo_pref_count,importance_mean,performance_mean,cognition_mean
1,价格优惠敏感型,182,20.681818181818183,3.7857142857142856,3.7142857142857144,2.708791208791209,3.068131868131869,2.1521978021978025,3.1222527472527473
2,文化深度体验型,698,79.31818181818181,3.679083094555874,3.7048710601719197,2.651862464183381,3.9494269340974215,4.111318051575932,3.859598853868195
