respondent_id,visit_group,visit_depth_bin,attention_flag,logic_flag,cluster_label,perception_mean,importance_mean,performance_mean,cognition_mean,motive_count,new_project_pref_count,promo_pref_count
786,2,0,1,0,1,2.769231,2.500000,2.100000,2,4,4,3
787,1,0,1,0,2,4.307692,1.900000,4.100000,4.250000,3,4,2
788,1,0,1,0,1,4.307692,4,4,4.750000,4,4,3
789,1,0,1,0,1,3.307692,4.200000,3.900000,3.250000,4,4,3
790,1,0,1,0,1,3.769231,3.800000,4.300000,3.500000,4,4,3
791,1,1,1,0,2,4.230769,4.200000,4.300000,4,3,4,2
792,2,0,1,0,1,4.307692,3.800000,4.200000,4.250000,4,3,3
793,2,1,1,0,2,4.230769,4.100000,3.800000,4.500000,3,4,3
794,1,0,1,0,1,4.307692,4.100000,4,4,4,4,2
795,1,0,1,0,2,3.923077,2.100000,4.300000,3.750000,4,3,3
796,1,0,1,0,2,4.076923,3.900000,3.900000,4.250000,3,4,2
797,1,0,1,0,1,3.846154,4.300000,4.400000,2.750000,4,4,3
798,1,1,0,0,2,2,2.200000,2.200000,3,3,4,3
799,1,0,1,0,1,2.384615,3.900000,4.100000,4.250000,4,3,2
800,1,1,0,0,1,3.153846,2,3.800000,2,4,4,2
801,1,0,0,0,1,3.538462,4.300000,4,4,4,4,2
802,1,1,1,0,1,3.769231,4,4.400000,4,4,4,3
803,1,0,1,0,1,3.461538,3.800000,4.200000,3.750000,4,4,3
804,1,0,1,0,2,4.307692,1.900000,4.100000,4.250000,4,4,3
805,1,0,1,0,2,3.846154,4.200000,4.200000,4.250000,4,3,2
806,1,1,1,0,2,4.307692,4.600000,4.400000,4.500000,3,3,2
807,1,0,1,0,1,2.307692,2.100000,1.900000,1.500000,4,4,2
808,1,1,1,0,2,4.076923,4,4.200000,4,4,3,2
809,2,1,1,0,2,3.846154,4.300000,4,4,4,4,3
810,1,0,1,0,1,4.615385,4.100000,4,4.500000,4,4,3
811,2,1,1,0,2,4.153846,2.300000,4.600000,3.750000,4,4,2
812,1,1,1,0,2,3.538462,4.200000,4,4,4,4,3
813,1,1,1,0,2,4.076923,4.100000,4,2.750000,4,4,3
814,2,0,1,0,2,3.769231,3.900000,4.100000,4.500000,4,4,3
815,1,0,0,0,2,2.461538,1.700000,2.400000,2.750000,3,3,2
816,2,1,1,0,2,4.153846,1.900000,4,3.750000,4,3,3
817,1,0,1,0,1,3.307692,4,4.500000,4.250000,4,4,3
818,2,0,1,0,1,3.769231,4,4.100000,4.750000,4,4,3
819,1,0,1,0,1,4,4.200000,4,4.250000,4,4,3
820,1,0,1,0,2,3.923077,4,4.500000,4,4,4,2
821,1,0,0,0,2,3.846154,4.100000,3.900000,4,4,3,3
822,1,0,1,0,2,3.692308,4.100000,4,1.500000,4,4,3
823,2,1,1,0,2,2.461538,2.300000,2.400000,4,4,4,3
824,1,0,1,0,2,3.538462,4.200000,4.100000,2.500000,4,3,2
825,2,0,1,0,1,4.153846,4.200000,2.400000,4,4,4,3
826,1,0,1,0,1,4,4,4.400000,4.250000,4,4,3
827,1,1,1,0,1,4,4.200000,3.600000,3.750000,4,4,2
828,2,0,1,0,1,2.692308,2.400000,1.800000,1.500000,4,4,2
829,1,0,1,0,1,4.153846,4.200000,4.100000,3.250000,4,3,2
830,1,0,1,0,2,3.615385,4.100000,4.400000,4.750000,3,4,3
831,2,1,1,0,1,4.384615,3.700000,3.900000,4.250000,4,4,3
832,1,0,1,0,1,4.076923,3.900000,1.600000,1.750000,4,4,2
833,1,1,1,0,1,4.307692,4.200000,4.500000,3.750000,4,4,3
834,1,1,1,0,1,2.230769,2,2.100000,2,4,4,2
835,1,0,1,0,1,3.384615,4.200000,4.300000,4,4,4,3
836,1,0,1,0,2,4,3.900000,4.100000,2.500000,3,4,3
837,1,0,1,0,1,4.230769,4.200000,4.100000,2,4,4,2
838,2,0,1,0,2,3.769231,4,4.300000,4,3,4,3
839,1,0,1,0,1,3.538462,1.800000,4.500000,4.500000,4,3,3
840,1,0,1,0,1,3.846154,4.100000,4.200000,3.500000,4,4,3
841,2,1,1,0,2,2.538462,2.100000,2.500000,2.750000,4,4,2
842,1,0,1,0,1,3.692308,4.200000,4,4.500000,4,4,3
843,1,0,1,0,2,3.923077,4,4.100000,4.250000,3,3,3
844,1,0,1,0,1,4.307692,4.200000,4.200000,4.250000,4,4,2
845,1,1,1,0,1,4.384615,4,4.100000,4.250000,4,4,3
846,1,0,1,0,1,4.230769,4.100000,4.100000,4.750000,4,4,3
847,1,0,1,0,2,4.076923,4.200000,4.200000,4.500000,4,4,3
848,2,0,1,0,2,4.153846,4.100000,3.600000,4,4,4,2
849,1,0,0,0,1,2.846154,2.300000,1.900000,3,4,4,3
850,1,1,1,0,1,3.230769,4.400000,4,4.250000,4,4,3
851,1,0,1,0,1,3.923077,3.900000,4,4.250000,4,3,2
852,2,1,1,0,1,3.846154,3.800000,4.300000,4,4,4,3
853,1,0,1,0,1,4,2.100000,3.900000,4,4,4,2
854,1,0,1,0,1,4.153846,2.400000,4,4.250000,4,3,3
855,1,0,1,0,2,4.153846,1.800000,1.900000,3.750000,3,3,3
856,1,0,1,0,1,4.461538,3.900000,4.400000,3.750000,4,4,3
857,1,0,0,0,2,2.384615,2.500000,2,2.750000,4,4,3
858,2,0,1,0,2,3.692308,4.200000,4.600000,2.250000,3,3,3
859,1,0,1,0,1,3.307692,4.100000,4.500000,3.500000,4,4,3
860,1,0,1,0,1,4.230769,1.900000,4,3.250000,4,4,3
861,1,1,1,0,1,3.615385,1.800000,4.400000,4.500000,4,3,2
862,1,0,1,0,2,1.923077,2.200000,2,3,4,3,3
863,1,0,1,0,1,3.615385,4.200000,4.100000,4,4,4,3
864,1,0,1,0,1,3.923077,4,4.200000,4.250000,4,4,3
865,1,1,1,0,2,4.230769,4,3.900000,1.500000,3,4,2
866,2,1,1,0,2,4.307692,3.900000,4.400000,3.750000,3,4,3
867,1,0,0,0,2,2.692308,2.200000,2.100000,1.750000,3,4,2
868,2,1,1,0,1,3.692308,4,4.200000,4.500000,4,4,2
869,1,0,1,0,2,4.307692,4,4.100000,4.250000,3,4,3
870,2,0,1,0,1,4.307692,3.800000,2.500000,4,4,4,3
871,2,0,1,0,1,3.384615,4.400000,4,1.750000,4,3,3
872,1,1,0,0,1,2.076923,4.300000,2,4.250000,4,4,2
873,1,0,1,0,1,4.230769,3.600000,4.100000,3.250000,4,4,3
874,1,0,1,0,2,4.153846,3.900000,4.400000,4,3,3,3
875,1,1,1,0,1,4.153846,4,4.300000,2.500000,4,4,3
876,2,0,1,0,2,3.846154,4.200000,4.100000,4.250000,3,4,3
877,1,0,1,0,1,2.461538,2.300000,1.800000,4,4,4,3
878,1,1,1,0,2,4.230769,4.100000,4.100000,4.500000,3,3,3
879,1,0,1,0,1,2.307692,2.300000,1.800000,2,4,4,3
880,1,0,1,0,2,3.923077,4.600000,4.100000,4.500000,4,4,3
881,1,0,1,0,1,3.692308,4.100000,3.900000,4.250000,4,4,2
882,1,0,1,0,1,4,4.200000,4.300000,4.250000,4,3,2
883,1,1,1,0,2,4.076923,4.300000,3.800000,4,4,3,3
884,1,1,1,0,2,4,4.100000,4,4,3,4,3
885,1,1,1,0,1,1.615385,2.400000,1.900000,2,4,4,3
886,1,0,1,0,2,3.846154,3.900000,4.400000,3.750000,4,4,3
887,1,0,1,0,1,4.461538,4.400000,3.900000,3.500000,4,4,2
888,1,0,1,0,1,2.923077,4.200000,4.100000,3.500000,4,4,2
889,1,0,1,0,1,4.076923,3.900000,4.100000,4,4,4,2
890,2,0,0,0,1,2.538462,2.200000,3.800000,2.500000,4,4,3
891,2,0,1,0,1,4,3.900000,3.800000,3.750000,4,4,2
892,1,0,1,0,2,4.076923,4.400000,4.100000,4,3,4,3
893,1,1,1,0,1,2.230769,1.800000,2.300000,1.750000,4,4,3
894,1,0,1,0,1,4.307692,4.100000,4.100000,3.750000,4,4,3
895,1,0,1,0,2,4.153846,4.100000,4.200000,5,3,4,3
896,1,0,1,0,2,3.461538,4.300000,4.200000,1.500000,3,4,3
897,1,0,1,0,1,4.076923,4.300000,4.100000,4.750000,4,3,3
898,1,0,1,0,2,4.307692,4.100000,3.900000,4.500000,3,4,3
899,1,0,1,0,1,4.153846,4.100000,2.100000,4.250000,4,4,3
900,1,0,1,0,2,4.153846,2.400000,4,4.250000,4,3,2
901,1,1,1,0,1,4.307692,2.100000,2.100000,4.500000,4,4,3
902,1,0,1,0,1,4.307692,4,4.100000,4.250000,4,4,3
903,2,1,1,0,1,3.615385,4.400000,4,2.250000,4,4,3
904,1,0,1,0,2,3.923077,2.500000,4,3.500000,3,4,2
905,1,0,1,0,1,2.384615,1.800000,1.800000,2,4,3,3
906,1,1,1,0,1,4.153846,4.600000,3.900000,4,4,4,3
907,1,0,1,0,2,3.461538,4.300000,4.200000,4.500000,3,4,2
908,1,1,1,0,2,4.076923,4.200000,4.300000,3.750000,4,4,3
909,1,1,1,0,1,3.615385,4.400000,3.900000,4.250000,4,4,3
910,1,0,1,0,2,4.230769,4.300000,4,4.500000,4,3,3
911,1,0,1,0,2,2.846154,1.900000,2,2.250000,3,4,3
912,1,1,1,0,2,3.615385,4.200000,4.100000,5,4,3,3
913,1,0,1,0,2,4.307692,2.100000,4.400000,3.500000,4,4,3
914,1,1,1,0,2,4,3.900000,4.300000,4,3,4,2
915,1,0,1,0,1,4,3.700000,4,1.500000,4,3,3
916,1,0,1,0,2,4,4.200000,4,4.500000,3,4,2
917,1,0,1,0,2,3.615385,4.100000,4,4.250000,4,4,3
918,1,0,1,0,1,3.615385,4.800000,3.600000,4.250000,4,3,3
919,1,0,1,0,2,2.846154,4.100000,2.400000,1.500000,4,4,2
920,1,0,1,0,2,3.230769,4,4.200000,3.750000,3,4,3
921,1,0,1,0,1,4.384615,4.300000,4,4.250000,4,4,3
922,1,0,1,0,2,4,4.300000,4.400000,4.750000,3,4,3
923,1,0,1,0,2,2.923077,3.800000,4,4.750000,4,4,2
924,1,0,1,0,1,3.615385,4.100000,4.100000,3.750000,4,3,3
925,1,0,1,0,2,3.923077,4.200000,4,3.500000,3,4,3
926,1,0,1,0,1,4.384615,4,4.300000,4.500000,4,4,3
927,1,0,1,0,2,3.615385,4.200000,4.100000,4.250000,3,3,2
928,1,0,1,0,2,3.153846,4,4.100000,2.250000,4,4,2
929,2,0,1,0,1,3.692308,4,4,5,4,4,2
930,1,0,1,0,1,4.153846,4,4.100000,4.250000,4,4,3
931,1,0,1,0,1,4.153846,4.400000,4.200000,4.500000,4,3,2
932,2,0,1,0,1,2.769231,1.600000,2.300000,2,4,4,3
933,1,0,1,0,1,4.307692,4.100000,4,3.750000,4,4,3
934,1,0,1,0,1,4.153846,2.200000,4,4.500000,4,3,3
935,1,0,1,0,1,4.153846,4.200000,3.900000,3.750000,4,4,2
936,1,0,1,0,1,4.230769,4.400000,3.800000,4.750000,4,4,3
937,1,0,1,0,2,4.076923,4.400000,4.400000,4.750000,3,3,3
938,1,0,1,0,1,4.076923,4.100000,4.300000,3.500000,4,3,3
939,1,0,1,0,1,4.384615,4.400000,4.200000,4,4,3,3
940,2,1,1,0,1,4.076923,4.500000,4,4,4,4,3
941,1,0,1,0,1,3.307692,4.300000,4.300000,4.250000,4,4,3
942,1,0,0,0,2,3.230769,4,1.800000,3.750000,3,4,3
943,1,1,1,0,2,4.153846,4.700000,4.300000,4,3,4,3
944,1,1,1,0,1,2.846154,2,2.300000,1.500000,4,4,3
945,1,0,1,0,1,4.153846,4.100000,4.200000,4.500000,4,4,2
946,1,0,1,0,1,4.230769,4.400000,3.800000,4.500000,4,4,2
947,1,0,1,0,1,3.615385,4.200000,4.300000,3.500000,4,3,2
948,1,1,1,0,2,3.846154,3.900000,4,4.250000,4,4,3
949,2,1,1,0,2,4.307692,4.200000,4.300000,4,4,4,2
950,2,0,1,0,1,4.153846,4.200000,4.100000,5,4,4,3
951,1,1,1,0,2,4.461538,4.300000,4.400000,4,3,4,3
952,2,0,1,0,1,3.615385,4.100000,4.300000,4.250000,4,3,3
953,1,1,0,0,2,2.692308,2.200000,2,1.500000,3,3,2
954,2,0,1,0,1,4.153846,4.500000,1.500000,4.250000,4,4,2
955,1,0,1,0,1,3.769231,3.800000,4,4.500000,4,3,3
956,1,0,1,0,2,4.384615,4.100000,2.400000,4.250000,4,4,3
957,1,0,1,0,1,3.846154,4.200000,3.900000,4.500000,4,4,3
958,1,0,1,0,2,3.461538,3.900000,4,4.250000,4,4,3
959,1,0,1,0,2,4.615385,4.100000,1.800000,4.500000,4,3,2
960,1,0,0,0,1,3.384615,4,3.600000,1.500000,4,4,3
961,1,0,1,0,1,4.307692,4.300000,4,4.500000,4,4,3
