feature_set,preprocess,k,layer_id,layer_name,variable,variable_label,test,statistic,df,p_value,effect_size,cluster_stats,is_sig_with_effect,score_included
enhanced,robust,2,unvisited,未到访层(C008=2),C090,到访意愿,kruskal_epsilon2,30.421357434684282,1,3.476791097669304e-08,0.1456502843301202,C1=2.048|C2=3.361,1,0
enhanced,robust,2,unvisited,未到访层(C008=2),C091,推荐意愿,kruskal_epsilon2,27.503592072881943,1,1.5680300759536292e-07,0.1312059013509007,C1=2.125|C2=3.222,1,0
enhanced,robust,3,all,全样本对照,C090,到访意愿,kruskal_epsilon2,132.29330697595336,2,1.874447986452351e-29,0.15185700113747477,C1=2.079|C2=2.138|C3=3.569,1,1
enhanced,robust,3,all,全样本对照,C091,推荐意愿,kruskal_epsilon2,111.29631308191523,2,6.796928261639377e-25,0.12738498028195247,C1=2.089|C2=2.212|C3=3.459,1,1
enhanced,robust,3,visited,到访层(C008=1),C036,到访问题-配套设施不完善,chi2_cramers_v,4.110285177554052,2,0.1280745722788629,0.07909577626372417,C1=0.674|C2=0.797|C3=0.704,0,1
enhanced,robust,3,visited,到访层(C008=1),C037,到访问题-文化展示不够详细,chi2_cramers_v,3.2808624021691055,2,0.1938964159174617,0.07066613252758745,C1=0.422|C2=0.312|C3=0.370,0,1
enhanced,robust,3,visited,到访层(C008=1),C038,到访问题-价格偏高,chi2_cramers_v,6.359155112845759,2,0.041603226425260424,0.09838231202507866,C1=0.529|C2=0.688|C3=0.593,1,1
enhanced,robust,3,visited,到访层(C008=1),C040,到访问题-指示标识不清晰,chi2_cramers_v,6.498815685327591,2,0.038797175062781145,0.09945678704383673,C1=0.604|C2=0.766|C3=0.642,1,1
enhanced,robust,3,visited,到访层(C008=1),C090,到访意愿,kruskal_epsilon2,89.13547095530222,2,4.4104043836595515e-20,0.13323466506926945,C1=2.088|C2=2.188|C3=3.494,1,0
enhanced,robust,3,visited,到访层(C008=1),C091,推荐意愿,kruskal_epsilon2,81.93081320391656,2,1.6178936253334862e-18,0.12221836881332807,C1=2.082|C2=2.125|C3=3.494,1,0
enhanced,robust,3,unvisited,未到访层(C008=2),C044,未到访原因-兴趣不大,chi2_cramers_v,0.5034954107776344,2,0.7774408574668246,0.04968012438303566,C1=0.581|C2=0.500|C3=0.607,0,1
enhanced,robust,3,unvisited,未到访层(C008=2),C047,未到访原因-缺乏吸引力,chi2_cramers_v,0.07027903124464512,2,0.9654707086141281,0.018560847370764338,C1=0.406|C2=0.375|C3=0.393,0,1
enhanced,robust,3,unvisited,未到访层(C008=2),C048,未到访原因-预算考虑,chi2_cramers_v,1.3272321428571427,2,0.5149857382457391,0.0806600267540644,C1=0.319|C2=0.312|C3=0.429,0,1
enhanced,robust,3,unvisited,未到访层(C008=2),C090,到访意愿,kruskal_epsilon2,43.824385033830794,2,3.045479661398627e-10,0.20808151758124774,C1=2.050|C2=1.938|C3=3.786,1,0
enhanced,robust,3,unvisited,未到访层(C008=2),C091,推荐意愿,kruskal_epsilon2,31.52984705443719,2,1.423576153598304e-07,0.14691466196237407,C1=2.112|C2=2.562|C3=3.357,1,0
enhanced,robust,4,all,全样本对照,C090,到访意愿,kruskal_epsilon2,138.33493893027233,3,8.638966211993062e-30,0.15791708159891754,C1=2.353|C2=2.056|C3=2.138|C4=3.627,1,1
enhanced,robust,4,all,全样本对照,C091,推荐意愿,kruskal_epsilon2,115.06445688837628,3,8.91677188919917e-25,0.13076366031315786,C1=2.191|C2=2.082|C3=2.212|C4=3.529,1,1
enhanced,robust,4,visited,到访层(C008=1),C036,到访问题-配套设施不完善,chi2_cramers_v,5.085998402093006,3,0.16560714774284993,0.08798434897915741,C1=0.736|C2=0.667|C3=0.797|C4=0.701,0,1
enhanced,robust,4,visited,到访层(C008=1),C037,到访问题-文化展示不够详细,chi2_cramers_v,4.6524801717410185,3,0.19908602591234603,0.08415105801958676,C1=0.340|C2=0.430|C3=0.312|C4=0.377,0,1
enhanced,robust,4,visited,到访层(C008=1),C038,到访问题-价格偏高,chi2_cramers_v,8.583041073566834,3,0.035380336888746616,0.1142978103792184,C1=0.623|C2=0.518|C3=0.688|C4=0.597,1,1
enhanced,robust,4,visited,到访层(C008=1),C040,到访问题-指示标识不清晰,chi2_cramers_v,8.153682708710987,3,0.042940062393615995,0.11140231579528538,C1=0.679|C2=0.594|C3=0.766|C4=0.649,1,1
enhanced,robust,4,visited,到访层(C008=1),C090,到访意愿,kruskal_epsilon2,96.80430914552682,3,7.559925982846744e-21,0.14365131568993386,C1=2.283|C2=2.065|C3=2.188|C4=3.571,1,0
enhanced,robust,4,visited,到访层(C008=1),C091,推荐意愿,kruskal_epsilon2,86.21969755248564,3,1.4201234456941543e-18,0.12744210957501628,C1=2.151|C2=2.076|C3=2.125|C4=3.558,1,0
enhanced,robust,4,unvisited,未到访层(C008=2),C044,未到访原因-兴趣不大,chi2_cramers_v,5.922517551055195,3,0.11544137176888,0.1703876426847978,C1=0.867|C2=0.554|C3=0.500|C4=0.600,0,1
enhanced,robust,4,unvisited,未到访层(C008=2),C047,未到访原因-缺乏吸引力,chi2_cramers_v,4.778040351426997,3,0.18879053802297993,0.15304171466813782,C1=0.667|C2=0.385|C3=0.375|C4=0.360,0,1
enhanced,robust,4,unvisited,未到访层(C008=2),C048,未到访原因-预算考虑,chi2_cramers_v,2.5146283783783785,3,0.4726532077242651,0.11102526603405743,C1=0.200|C2=0.331|C3=0.312|C4=0.440,0,1
enhanced,robust,4,unvisited,未到访层(C008=2),C090,到访意愿,kruskal_epsilon2,42.2564719622747,3,3.5395311072470965e-09,0.1962823598113735,C1=2.600|C2=2.027|C3=1.938|C4=3.800,1,0
enhanced,robust,4,unvisited,未到访层(C008=2),C091,推荐意愿,kruskal_epsilon2,31.13108246086972,3,7.977036702765513e-07,0.1406554123043486,C1=2.333|C2=2.101|C3=2.562|C4=3.440,1,0
