cluster,cluster_name,n,share_pct,motive_count,new_project_pref_count,promo_pref_count,importance_mean,performance_mean,cognition_mean
1,文化深度体验型,690,80.13937282229965,3.718840579710145,3.710144927536232,2.6608695652173915,3.9969565217391305,4.1124637681159415,3.9210144927536232
2,价格优惠敏感型,171,19.860627177700348,3.824561403508772,3.754385964912281,2.6783625730994154,2.7309941520467835,1.983625730994152,2.7821637426900585
