soft_segment,n,share_pct,mean_culture_affinity_score,mean_segment_certainty
高亲和C1_价格权益型,259,30.08130081300813,0.3311372072277115,0.7172574197170068
高亲和C2_文化深度型,259,30.08130081300813,0.9939475208402091,0.9878950416804183
灰区_待探索,343,39.83739837398374,0.9765277623767231,0.9530555247534461
