var1,var2,n,chi2,dof,p_value
C008,C006,861,8.884211783616276,3,0.030870631710463947
C008,C007,861,22.492255879320723,4,0.0001599070036023636
C008,C090,861,2.619374100506271,4,0.6233949508986616
C008,C091,861,4.45285551843004,4,0.3481742553037494
C008,C024,861,7.294902426342175,3,0.06306920413649607
C008,C025,861,12.534117565959713,4,0.013791440369405954
