respondent_id,visit_group,visit_depth_bin,attention_flag,logic_flag,invalid_union_flag,cluster_label,perception_mean,importance_mean,performance_mean,cognition_mean,motive_count,new_project_pref_count,promo_pref_count
356,1,0,1,0,0,1,3.538462,4,4.100000,5,4,3,2
357,1,1,1,0,0,2,4.153846,4.500000,1.900000,4,4,3,3
358,1,0,1,0,0,2,4.461538,3.900000,4.400000,3.750000,4,4,3
359,1,0,1,0,0,2,2.692308,3.900000,3.900000,3.250000,4,4,3
360,2,0,1,0,0,2,2.384615,2.200000,2.100000,2,3,4,3
361,1,1,1,0,0,1,4.307692,4,4.200000,3.500000,3,3,3
362,1,1,1,0,0,1,4.153846,4.200000,4.100000,4,4,4,3
363,2,0,1,0,0,2,4.076923,4.100000,4,4.250000,4,4,3
364,1,1,1,0,0,1,4,3.900000,4.300000,4,3,4,2
365,1,0,1,0,0,1,3.846154,3.900000,4.400000,3.750000,4,4,3
366,1,1,1,0,0,1,4.076923,4,4.200000,4,4,3,2
367,1,1,1,0,0,1,3.846154,3.900000,4,4.250000,4,4,3
368,2,0,1,0,0,2,4.538462,5,4.800000,3.500000,4,4,3
369,1,0,1,0,0,2,4,3.900000,4.200000,4.500000,4,4,2
370,1,1,1,0,0,2,4.230769,4.400000,2.100000,2.250000,4,4,2
371,1,0,0,0,0,2,3,2,1.500000,2.750000,4,4,3
372,1,0,1,0,0,2,4.461538,4.100000,4.200000,4.250000,4,4,3
373,1,1,1,0,0,2,3.384615,4.100000,4,4,4,4,2
374,1,0,1,0,0,2,4.076923,4,4.400000,2,4,4,3
375,2,0,1,0,0,1,2.615385,4.400000,4,1.750000,4,4,3
376,1,1,1,0,0,2,3.923077,4.400000,4.300000,4.250000,4,3,3
377,1,0,1,0,0,1,3.923077,4.300000,2,3.750000,4,3,3
378,2,0,1,0,0,2,4.153846,4,4,3.750000,4,3,3
379,2,1,1,0,0,1,4.307692,3.900000,4.400000,3.750000,3,4,3
380,2,0,1,0,0,1,4.153846,4.100000,3.600000,4,4,4,2
381,1,0,0,0,0,2,2,1.700000,1.300000,1.750000,4,4,3
382,1,0,1,0,0,2,3.615385,3.800000,4.200000,4.500000,4,4,3
383,1,0,1,0,0,2,3.076923,4,4.300000,4.250000,4,4,3
384,1,0,1,0,0,1,4.076923,4.200000,4.400000,4.750000,4,4,3
385,2,0,1,0,0,2,3.384615,4.400000,4,1.750000,4,3,3
386,1,0,1,0,0,1,2.461538,1.800000,4.500000,2.250000,4,4,3
387,1,0,1,0,0,1,3.923077,1.800000,4.300000,4.750000,4,4,3
388,1,0,1,0,0,1,4.230769,4.100000,4.300000,4.250000,3,4,2
389,1,0,1,0,0,2,4,4.200000,4,4,4,4,2
390,1,0,1,0,0,1,4.538462,4.800000,4.600000,4.500000,4,4,2
391,1,0,1,0,0,2,4.307692,4,4,4.500000,4,4,3
392,2,0,1,0,0,2,3.692308,3.900000,4.400000,3.750000,4,4,3
393,1,0,1,0,0,1,3,2.200000,2.400000,2.250000,4,4,2
394,1,1,1,0,0,2,2.230769,1.600000,1.100000,1.500000,4,4,2
395,1,0,1,0,0,1,2.769231,2.200000,2.100000,2.750000,3,4,3
396,1,0,1,0,0,2,3.769231,4.300000,4.100000,4.250000,4,4,3
397,1,0,1,0,0,2,3.307692,4,1.900000,3.500000,4,3,3
398,2,0,1,0,0,2,3.692308,4,4,5,4,4,2
399,1,0,1,0,0,1,4.153846,3.900000,4.400000,4,3,3,3
400,2,1,1,0,0,2,4.230769,4.100000,4.100000,4.250000,4,4,2
401,1,1,1,0,0,2,4.307692,4.500000,4.100000,4.250000,4,4,3
402,1,0,1,0,0,2,2.769231,2.300000,2,3.500000,4,4,3
403,1,0,1,0,0,2,4.230769,4.100000,4.300000,3.750000,4,3,2
404,1,0,0,0,0,2,3.461538,3.800000,4.200000,3.750000,4,4,3
405,1,0,1,0,0,2,4.307692,4,4.100000,4.250000,4,4,3
406,1,0,1,0,0,1,4.384615,4.200000,4.100000,4.250000,4,3,3
407,1,0,1,0,0,2,4.307692,4.100000,4,4,4,4,2
408,1,1,1,0,0,1,3.538462,4.200000,4,4,4,4,3
409,1,0,1,0,0,1,4.153846,4.100000,4.100000,4.250000,4,4,3
410,2,0,1,0,0,2,4.153846,4.200000,2.400000,4,4,4,3
411,1,0,1,0,0,1,4.307692,4.100000,3.900000,4.500000,3,4,3
412,1,0,1,0,0,1,4.076923,3.900000,4.200000,4.500000,4,4,3
413,1,1,1,0,0,1,4.230769,3.700000,4,2.750000,3,3,3
414,1,1,1,0,0,2,4.307692,4.600000,4.400000,4.500000,3,3,2
415,2,0,1,0,0,1,4,3.700000,4.100000,3.500000,3,4,2
416,2,0,1,0,0,2,4.230769,4,1.700000,4,4,4,2
417,1,0,1,0,0,2,3.307692,4,4.500000,4.250000,4,4,3
418,1,0,1,0,0,2,4.615385,4.700000,4.700000,3.750000,4,4,3
419,1,1,1,0,0,2,4.076923,4.300000,4,4,4,4,2
420,1,0,1,0,0,2,3.076923,3.800000,2.400000,4,4,4,2
421,1,0,1,0,0,2,4.538462,4.700000,5,4,4,4,2
422,1,0,1,0,0,2,4.307692,4.400000,1.900000,4,4,4,3
423,1,0,1,0,0,1,4.307692,4,4.100000,2.250000,4,3,2
424,1,0,1,0,0,2,3.307692,4.600000,4.200000,4.500000,4,4,2
425,1,0,1,0,0,2,4.230769,4.200000,3.900000,4.250000,4,4,3
426,1,0,1,0,0,2,4.230769,3.600000,4.100000,3.250000,4,4,3
427,1,0,0,0,0,2,2.384615,1.500000,1.400000,1.250000,4,4,3
428,1,1,1,0,0,1,3.307692,3.800000,3.900000,4,3,4,2
429,1,1,1,0,0,2,4,4,4.200000,4.250000,4,4,3
430,1,0,1,0,0,2,4.307692,4.100000,4.100000,3.500000,4,3,3
431,1,1,0,0,0,1,2.153846,2.600000,1.400000,1,3,4,3
432,1,0,1,0,0,2,2.692308,2.200000,4.500000,1.500000,4,4,2
433,1,0,1,0,0,1,1.923077,1.600000,1.800000,1.500000,4,3,3
434,1,0,1,0,0,2,4.076923,4.300000,4,3.750000,4,4,2
435,2,1,1,0,0,2,4.153846,4.800000,2.100000,4.500000,4,4,2
436,2,1,1,0,0,1,3.846154,4.500000,4.100000,3.750000,3,4,3
437,1,1,1,0,0,2,3.307692,2.100000,1.800000,4.500000,4,3,2
438,1,0,1,0,0,1,3.307692,4,2.200000,2.750000,4,4,3
439,1,0,1,0,0,2,4.153846,2.400000,4,4.250000,4,3,3
440,2,1,1,0,0,2,3.230769,1.500000,2.100000,4.750000,4,4,3
441,1,0,1,0,0,2,2.307692,2.100000,2.200000,4.250000,4,3,2
442,1,1,1,0,0,2,4,3.800000,3.800000,4,4,4,3
443,1,0,1,0,0,2,2.307692,1.100000,1.200000,1.500000,4,4,3
444,1,0,1,0,0,2,2.153846,1.500000,1.300000,1.750000,4,4,3
445,2,1,1,0,0,1,4,4,4.100000,4.750000,4,4,3
446,2,1,1,0,0,2,4,4.100000,4.300000,1.750000,3,3,2
447,1,1,1,0,0,1,3.615385,4,2.300000,3.750000,3,4,3
448,1,1,1,0,0,1,4.076923,4.200000,4.300000,3.750000,4,4,3
449,1,1,1,0,0,2,3.769231,3.700000,4,4.500000,4,3,3
450,1,0,1,0,0,2,4.230769,3.800000,1.700000,4,4,3,3
451,1,0,1,0,0,2,3.615385,4,4,4,4,4,3
452,1,0,0,0,0,2,2.692308,2,2.300000,2,4,4,3
453,1,0,1,0,0,2,3.769231,4.200000,4,4.250000,4,3,2
454,1,0,1,0,0,2,4.461538,4.900000,4.800000,4.250000,4,3,2
455,1,1,1,0,0,2,3.461538,4.100000,3.600000,4.750000,4,4,3
456,1,0,1,0,0,2,4.461538,3.300000,3.500000,4,4,4,3
457,1,0,0,0,0,1,3.538462,4.100000,1.900000,3.750000,4,4,3
458,1,0,0,0,0,2,3.769231,4.300000,4,4.250000,4,4,3
459,1,1,1,0,0,1,3.692308,3.800000,4.300000,4,4,3,3
460,1,1,1,0,0,2,2.153846,1.800000,2.400000,2,4,4,2
461,2,0,1,0,0,2,4.153846,3.900000,4.400000,2.500000,4,4,3
462,1,0,1,0,0,2,3.692308,4.200000,4,4.500000,4,4,3
463,1,1,1,0,0,1,4.461538,4.300000,4.400000,4.500000,3,4,3
464,1,1,1,0,0,2,3.923077,4.400000,4.100000,4.250000,4,4,2
465,1,0,1,0,0,2,4.076923,4.200000,4.300000,3.500000,4,4,3
466,1,0,1,0,0,1,4.307692,1.900000,4.100000,4.250000,3,4,2
467,2,0,1,0,0,1,4.461538,4.800000,4.800000,5,3,3,2
468,2,0,0,0,0,1,2.076923,1.500000,1.200000,1.250000,4,4,3
469,1,1,1,0,0,2,4.461538,4.200000,3.900000,1.750000,4,4,3
470,1,0,0,0,0,2,2.230769,1.900000,1.400000,1.250000,4,4,3
471,1,0,1,0,0,1,3.846154,4.400000,3.800000,1.750000,4,4,2
472,1,1,1,0,0,1,3.923077,4.200000,4.100000,4.500000,3,4,3
473,1,1,0,0,0,2,3.615385,4.200000,4.200000,4,4,4,2
474,1,0,1,0,0,2,4.076923,3.700000,3.900000,5,4,4,2
475,1,0,1,0,0,2,4.538462,4.600000,4.300000,4.250000,4,4,3
476,1,0,1,0,0,2,2.230769,1.300000,1.400000,1,4,4,2
477,2,0,1,0,0,2,3.923077,4.500000,4.300000,4,4,4,3
478,1,1,1,0,0,1,4.153846,4.400000,3.900000,3.750000,4,4,3
479,1,1,1,0,0,1,4.307692,4.400000,4.100000,4.250000,3,4,3
480,1,1,0,0,0,2,2.692308,2.300000,2.300000,2.250000,4,4,3
481,1,0,1,0,0,2,4.461538,4.800000,4.700000,5,4,4,2
482,2,0,1,0,0,1,3.230769,4.200000,2,4.500000,4,3,2
483,1,0,1,0,0,1,3.230769,4,4.200000,3.750000,3,4,3
484,1,0,1,0,0,2,4.307692,4.400000,4.100000,4,4,4,3
485,1,0,1,0,0,2,4.076923,4.300000,4.300000,4,4,4,2
486,2,0,1,0,0,2,4.538462,4.500000,4.700000,4.250000,4,4,2
487,2,0,1,0,0,2,4,4.400000,4.400000,4,4,3,3
488,1,1,0,0,0,2,4.076923,3.700000,4.200000,4.500000,4,3,3
489,1,0,1,0,0,1,2.923077,3.800000,4,4.750000,4,4,2
490,1,0,1,0,0,1,3.769231,4.100000,4,4,3,3,3
491,1,0,0,0,0,2,2.846154,4.300000,2.500000,4.250000,4,3,3
492,1,0,1,0,0,2,4.153846,4.100000,4.200000,4.500000,4,4,2
493,1,0,1,0,0,2,3.538462,4.100000,3.900000,4.500000,4,4,2
494,1,0,1,0,0,2,3.461538,4.300000,3.500000,3.750000,4,4,3
495,1,0,1,0,0,1,3.846154,4,4.100000,4,4,4,3
496,1,0,1,0,0,2,4.384615,4.400000,2.100000,3.750000,4,4,3
497,2,1,1,0,0,2,3.923077,1.800000,4.500000,4.500000,4,4,3
498,1,0,1,0,0,2,3.615385,3.900000,4.200000,3.750000,4,4,2
499,1,1,1,0,0,2,4.384615,4,4.100000,4.250000,4,4,3
500,1,0,1,0,0,2,3.461538,4.200000,4.300000,3.750000,4,3,3
501,1,0,1,0,0,2,3.461538,4.300000,4.100000,2.750000,4,4,3
502,1,0,1,0,0,2,3.461538,4.200000,3.900000,5,4,3,2
503,1,0,1,0,0,1,3.923077,3.800000,4.600000,4,3,4,2
504,1,1,1,0,0,1,3.769231,4.100000,3.900000,4,4,3,3
505,2,0,1,0,0,2,4.230769,4,3.900000,4.500000,4,4,3
506,1,0,1,0,0,1,3.692308,4.100000,4,1.500000,4,4,3
507,1,0,1,0,0,1,3.538462,3.800000,4.300000,4.250000,3,4,2
508,1,0,1,0,0,1,1.846154,1.400000,1.800000,1.500000,4,4,3
509,1,0,1,0,0,2,3.615385,4.200000,3.800000,2.750000,3,4,3
510,1,1,1,0,0,1,4.384615,4.300000,4.500000,4.250000,3,4,3
511,1,0,1,0,0,2,4.538462,5,4.700000,4.250000,4,4,3
512,1,1,0,0,0,2,2.076923,2.300000,1.200000,2.250000,4,4,2
513,1,0,1,0,0,2,2.692308,1.800000,2.100000,2.750000,4,4,3
514,2,0,1,0,0,2,3.230769,3.900000,4.100000,4.250000,4,3,3
515,2,0,0,0,0,2,3.615385,4.300000,4,4.250000,4,4,3
516,1,0,1,0,0,1,4.230769,4.100000,4,4,4,4,3
517,1,1,1,0,0,2,3.846154,4.300000,3.800000,4.750000,4,4,2
518,1,1,1,0,0,1,3.923077,3.900000,3.700000,3.750000,3,3,3
519,2,0,1,0,0,1,4,2.700000,4.100000,4,4,4,3
520,1,0,1,0,0,2,4.307692,4.100000,2.400000,4,4,4,3
521,1,0,1,0,0,1,3.538462,4.100000,4.300000,2.250000,4,4,2
522,2,0,1,0,0,2,3.846154,4.300000,4,3.500000,4,4,3
523,2,0,1,0,0,1,4.153846,4,4.400000,4.500000,4,4,3
524,1,0,1,0,0,2,3.076923,4,4.600000,4,4,3,3
525,1,0,1,0,0,2,4.153846,4.100000,2.100000,4.250000,4,4,3
526,1,0,1,0,0,2,4.230769,4.300000,1.600000,4.250000,4,4,3
527,2,0,1,0,0,2,3.615385,4,2.200000,3.750000,3,4,3
528,2,0,1,0,0,1,4,4.700000,4,4.250000,3,4,3
529,1,0,1,0,0,2,3.769231,3.800000,3.700000,3.750000,4,4,2
530,1,0,1,0,0,1,2.615385,2.200000,1.800000,1.500000,4,4,3
531,1,0,1,0,0,1,3.384615,4.200000,2.400000,5,4,4,3
532,1,0,1,0,0,2,3.923077,4.300000,4.400000,4.250000,4,4,3
533,2,1,1,0,0,1,4.076923,4.300000,4.200000,4.250000,4,4,2
534,1,0,1,0,0,1,4,4,3.900000,4,4,4,2
535,1,0,1,0,0,1,4.230769,4.200000,4.100000,4.250000,3,3,3
536,1,0,1,0,0,2,3.923077,4.100000,4.500000,4.250000,4,3,2
537,1,0,1,0,0,2,3.384615,4,4.200000,3,4,4,3
538,1,0,1,0,0,2,2.076923,2.200000,1.200000,1.500000,4,3,3
539,2,0,1,0,0,1,3.769231,4.300000,4.500000,4,4,4,3
540,1,0,1,0,0,1,4.461538,4.900000,4.900000,4.250000,4,4,3
541,1,1,1,0,0,2,3.615385,1.800000,4.400000,4.500000,4,3,2
542,1,0,1,0,0,1,4.461538,4.900000,4.800000,4.500000,3,3,3
543,1,0,1,0,0,1,3.923077,4.200000,4.300000,3.750000,4,4,3
544,2,0,1,0,0,1,3.769231,4.300000,3.900000,4,4,4,3
545,2,0,1,0,0,2,4.307692,2.300000,4.200000,4.250000,4,3,3
546,2,0,1,0,0,2,4.076923,4.200000,2.100000,4.500000,4,4,3
547,1,0,1,0,0,2,4.230769,4,3.600000,4.500000,4,4,2
548,1,1,1,0,0,1,4,3.800000,4.500000,4.250000,4,4,2
549,1,0,1,0,0,2,4.384615,4.400000,4.200000,4,4,3,3
550,1,1,1,0,0,2,3.461538,4.300000,4.200000,5,3,4,3
551,1,0,1,0,0,2,2.692308,1.800000,2.400000,3.750000,4,3,3
552,1,1,1,0,0,2,2.846154,2,2.300000,1.500000,4,4,3
553,1,0,1,0,0,1,2.923077,2.100000,1.600000,2.750000,3,3,3
554,1,0,1,0,0,2,4.076923,3.900000,4.100000,4.250000,4,4,3
555,1,1,0,0,0,2,3.153846,2,3.800000,2,4,4,2
556,2,1,1,0,0,1,4.230769,4.200000,4,4.500000,4,4,2
557,2,0,1,0,0,1,4.153846,4.100000,3.800000,4.250000,4,3,2
558,1,0,1,0,0,1,4.076923,3.900000,3.900000,4.250000,3,4,2
559,1,1,1,0,0,2,3.923077,4.300000,4.200000,4.250000,4,3,2
560,1,0,1,0,0,2,4.461538,4.400000,3.900000,3.500000,4,4,2
561,1,0,1,0,0,1,3.538462,4.300000,4.200000,2.750000,4,4,2
562,2,0,1,0,0,1,4.230769,4.400000,4,4.500000,3,4,3
563,1,0,1,0,0,2,4.153846,3.800000,4.500000,4.500000,4,4,2
564,1,0,1,0,0,2,4.230769,4.400000,4.300000,2.500000,4,3,2
565,1,1,1,0,0,1,4.230769,4,3.900000,1.500000,3,4,2
566,2,0,1,0,0,1,4.153846,4.100000,4,4.250000,3,4,2
567,1,1,1,0,0,2,2.461538,1.900000,2.400000,2.500000,4,4,3
568,1,0,1,0,0,2,3.384615,4.200000,4.300000,4,4,4,3
569,1,0,1,0,0,2,3.923077,4.300000,4,4.500000,4,4,2
570,1,0,1,0,0,2,4.461538,4.500000,4.200000,4.500000,4,4,2
571,1,0,1,0,0,2,4.076923,4.400000,4.100000,4,3,4,3
572,1,0,0,0,0,2,2.538462,2.100000,3.500000,2,4,4,2
573,1,0,1,0,0,2,3.461538,4.100000,4.600000,4.500000,4,4,2
574,1,0,1,0,0,2,4.076923,4.400000,4.400000,2,4,3,3
575,1,0,1,0,0,1,4.307692,2.100000,4,4.250000,4,4,3
576,1,0,1,0,0,1,4,4.600000,4.300000,4.250000,4,4,2
577,1,0,1,0,0,1,2.923077,4.500000,4.300000,3.750000,4,4,3
578,1,0,1,0,0,2,4.307692,4.700000,4.100000,3.750000,4,4,2
579,1,0,1,0,0,2,3.615385,4.200000,4.300000,3.500000,4,3,2
580,1,1,1,0,0,1,4.076923,4.300000,3.800000,4,4,3,3
581,1,1,1,0,0,2,3.923077,4,4,4.250000,4,4,2
582,2,0,1,0,0,1,3.769231,4.300000,4.100000,4.750000,4,4,2
583,1,0,1,0,0,2,3.846154,4.100000,1.800000,4.500000,4,4,2
584,1,0,1,0,0,1,3.461538,4.100000,4.100000,4.500000,4,3,3
585,1,0,1,0,0,2,4.384615,4.300000,4,4.250000,4,4,3
586,1,0,1,0,0,2,4.692308,5,4.900000,4.750000,4,4,2
587,1,0,1,0,0,1,3.461538,4.300000,4.200000,1.500000,3,4,3
588,1,1,1,0,0,2,3.846154,4.200000,3.900000,1.750000,4,4,2
589,1,0,1,0,0,2,4.230769,4.100000,4,4.250000,4,4,3
590,1,0,1,0,0,2,4.076923,4,4.500000,4,4,4,3
591,1,0,1,0,0,1,3.615385,4.100000,4.300000,4.750000,4,4,3
592,1,0,1,0,0,1,3.615385,4.100000,4,4.250000,4,4,3
593,1,1,1,0,0,1,3.538462,4.400000,4.100000,4.750000,3,3,2
594,1,0,1,0,0,1,4.076923,4.400000,4.400000,4.750000,3,3,3
595,1,0,1,0,0,2,1.615385,1.800000,1.300000,1.500000,4,4,3
596,2,0,1,0,0,1,3.692308,4.200000,4.600000,2.250000,3,3,3
597,1,0,1,0,0,1,3.384615,4,4,1.750000,4,4,3
598,1,0,1,0,0,1,4.076923,4.300000,1.800000,4.250000,4,3,2
599,1,0,1,0,0,2,4.153846,4.200000,4.100000,4,4,4,2
600,1,0,1,0,0,2,4.230769,4.200000,4.100000,2,4,4,2
601,1,0,1,0,0,1,4.230769,4,4.500000,4,4,4,2
602,2,1,1,0,0,2,4.153846,2.600000,4.300000,4.250000,4,4,3
603,2,0,1,0,0,2,1.692308,1.600000,1.300000,1.500000,4,4,3
604,1,0,1,0,0,2,4.076923,4.300000,4.200000,4.250000,4,4,2
605,1,0,1,0,0,2,2.461538,2.300000,1.800000,4,4,4,3
606,1,0,1,0,0,1,3.615385,4.100000,4.400000,4.750000,3,4,3
607,1,0,1,0,0,2,4.538462,4.700000,4.900000,4.750000,4,4,2
608,1,0,1,0,0,1,4.153846,4.400000,4.300000,4,4,4,2
609,1,1,1,0,0,1,2.615385,4,3.900000,4.250000,3,4,3
610,2,0,1,0,0,2,1.692308,1.300000,1.200000,1.500000,4,4,2
611,1,1,1,0,0,2,3.923077,4.100000,4.200000,4.250000,4,3,3
612,1,1,0,0,0,1,2.461538,4.300000,2.100000,2.500000,4,4,3
613,1,1,1,0,0,2,3.846154,2.100000,1.900000,4.500000,4,4,2
614,1,0,1,0,0,2,4.153846,4.400000,4.200000,4.500000,4,3,2
615,1,1,0,0,0,1,4,4.300000,4.500000,3.750000,4,4,3
616,1,0,1,0,0,2,4.153846,3.600000,4.300000,4,4,4,3
617,2,0,1,0,0,2,4.153846,4,4,3.500000,4,4,3
618,1,0,1,0,0,1,3.769231,4.300000,4.500000,4.500000,4,4,3
619,1,0,1,0,0,2,3.538462,4.100000,4.200000,4.250000,4,4,2
620,1,1,1,0,0,2,4.153846,4.400000,2.100000,3.750000,4,4,3
621,2,0,1,0,0,1,4,2.200000,4,3.500000,3,4,2
622,1,0,1,0,0,2,4.307692,3.900000,2,2,4,4,3
623,1,0,1,0,0,1,4.153846,4.300000,4.100000,4.250000,4,4,3
624,1,0,1,0,0,2,4.230769,4,4.100000,3.750000,4,3,3
625,1,0,1,0,0,1,4.461538,4.800000,4.700000,5,4,4,3
626,1,1,1,0,0,2,4.230769,4.400000,4.500000,4.250000,4,4,3
627,1,1,1,0,0,2,3.692308,4,4.200000,3.250000,4,3,2
628,1,0,1,0,0,2,3.692308,4,3.800000,3.750000,4,4,3
629,1,0,1,0,0,2,4.153846,4,4.500000,4,4,4,3
630,1,0,1,0,0,2,3.230769,3.900000,3.800000,3.500000,4,4,3
631,1,1,1,0,0,2,4.230769,2.300000,4.200000,4.750000,4,4,3
632,1,0,1,0,0,2,3.384615,3.800000,4.100000,4.500000,4,4,3
633,2,0,1,0,0,2,3.769231,4,4.100000,4.750000,4,4,3
634,2,1,1,0,0,1,3.846154,4.300000,4,4,4,4,3
635,1,1,1,0,0,1,4.307692,4.200000,4,4,4,4,3
636,2,0,1,0,0,2,2.769231,1.600000,2.300000,2,4,4,3
637,1,0,1,0,0,2,4.307692,4.100000,4.100000,3.750000,4,4,3
638,1,0,1,0,0,2,2.307692,1.100000,1.300000,1.500000,4,4,2
639,1,0,1,0,0,1,3.538462,4.200000,3.800000,4.250000,4,3,2
640,1,0,1,0,0,2,3.384615,3.800000,2.200000,2.500000,4,3,3
641,2,0,1,0,0,1,4.384615,4,4.600000,2,4,4,3
642,1,0,1,0,0,1,4,4.300000,4.400000,4.750000,3,4,3
643,1,1,1,0,0,2,4.230769,4,4.100000,4,4,3,3
644,1,0,1,0,0,2,4.076923,4,4.200000,3.750000,4,4,2
645,1,0,1,0,0,1,4,4.200000,3.600000,3.750000,4,4,3
646,1,0,1,0,0,1,4.076923,4.300000,4.500000,4,4,4,3
647,1,0,1,0,0,1,4.384615,4.100000,2.400000,4.250000,4,4,3
648,1,0,1,0,0,2,3.769231,4.100000,2.100000,4.500000,4,3,3
649,1,0,1,0,0,2,3.307692,4.200000,3.900000,3.250000,4,4,3
650,1,0,1,0,0,2,4.384615,4,4.600000,4.500000,4,3,3
651,1,1,1,0,0,2,4.230769,4.200000,4.300000,4.500000,4,4,3
652,1,0,1,0,0,2,3.615385,4.200000,4.100000,4,4,4,3
653,1,0,1,0,0,2,4.230769,4.300000,4,4,4,4,3
654,1,1,1,0,0,1,3.384615,4.200000,3.700000,4.500000,3,4,3
655,1,1,1,0,0,2,4.230769,4,2.400000,4.500000,4,4,3
656,1,1,1,0,0,1,3.923077,2.500000,4.500000,4.250000,4,4,2
657,2,1,1,0,0,1,2.769231,2.600000,2.400000,1.250000,3,4,2
658,1,1,1,0,0,1,3.615385,4.200000,4.100000,5,4,3,3
659,1,0,1,0,0,1,4.307692,4.200000,4.100000,4.750000,3,4,2
660,1,0,1,0,0,1,3.923077,2.100000,2.400000,2.250000,3,4,3
661,1,0,0,0,0,1,3.230769,4,1.800000,3.750000,3,4,3
662,2,0,1,0,0,1,4.153846,4.300000,4,4.500000,4,4,3
663,1,0,1,0,0,1,3.769231,4,4.100000,3.500000,3,4,3
664,1,1,1,0,0,2,4.230769,4,3.900000,4.250000,4,4,3
665,1,1,1,0,0,1,2.538462,2,2.300000,2.250000,3,4,2
666,1,1,0,0,0,1,2,1.400000,1.600000,1.500000,3,4,3
667,1,0,1,0,0,2,4.615385,4.800000,4.900000,4.250000,4,3,2
668,2,0,1,0,0,1,3.538462,4.600000,4.100000,4.500000,4,4,3
669,1,1,0,0,0,2,3.384615,2.200000,2,2.500000,4,4,3
670,1,1,1,0,0,2,4.153846,4.400000,4.100000,4.250000,3,4,3
671,1,0,1,0,0,2,4,4,4.400000,4.250000,4,4,3
672,1,1,1,0,0,1,4,4,3.900000,4,3,3,3
673,1,0,1,0,0,1,1.923077,1.300000,1.200000,1.250000,4,4,3
674,1,0,1,0,0,1,3.615385,4,3.800000,5,4,4,2
675,1,0,1,0,0,1,4.153846,4.100000,3.800000,4.500000,3,4,3
676,1,0,1,0,0,2,4.230769,2,4.200000,4.250000,4,4,3
677,1,0,0,0,0,2,2,1.200000,1.200000,1.500000,4,3,3
678,1,0,1,0,0,2,4.384615,4.100000,4.300000,4.250000,4,4,3
679,1,0,0,0,0,1,3.461538,3.900000,4.100000,4.250000,4,4,2
680,2,1,1,0,0,1,3,2.200000,1.800000,2.750000,3,4,2
681,1,0,1,0,0,2,3.769231,4,4.100000,4.250000,4,4,3
682,1,0,1,0,0,2,3.846154,4.200000,3.900000,4.500000,4,4,3
683,1,0,1,0,0,2,3.615385,4.800000,3.600000,4.250000,4,3,3
684,2,0,1,0,0,1,3.461538,4.500000,4.200000,4,4,4,2
685,1,0,0,0,0,2,2.384615,1.400000,2.300000,1.250000,4,4,2
686,1,0,1,0,0,1,4,4.300000,4.100000,3.750000,4,3,3
687,1,1,0,0,0,2,2.692308,2.200000,2,1.500000,3,3,2
688,1,0,1,0,0,2,3.846154,4.300000,4.100000,4,4,4,3
689,2,1,1,0,0,1,4.076923,4.400000,4.400000,3.750000,4,4,3
690,1,0,0,0,0,1,2.461538,3.600000,4.200000,4.250000,3,4,3
691,1,0,1,0,0,2,4.230769,3.800000,3.900000,4.750000,4,4,2
692,1,1,1,0,0,2,4.076923,4.300000,4.100000,4,4,4,2
693,2,0,1,0,0,2,3.384615,4.300000,4,4.500000,4,4,3
694,1,1,1,0,0,2,4.153846,4.200000,4,4.500000,4,4,3
695,1,0,1,0,0,2,4.307692,4,4.300000,3.500000,4,4,3
696,1,0,0,0,0,2,3,2.300000,2,4,4,4,3
697,1,1,1,0,0,1,3.923077,4.200000,3.900000,4.500000,3,3,3
698,1,0,1,0,0,2,3.923077,4,4.200000,2.250000,4,3,2
699,1,0,0,0,0,2,2.923077,4.400000,2,2.250000,4,4,2
700,1,0,1,0,0,1,3.692308,3.900000,4.500000,1.750000,3,4,2
701,1,0,1,0,0,1,4.615385,4.700000,3.200000,4.500000,4,3,2
702,1,0,1,0,0,2,3.461538,1.900000,1.900000,4.250000,4,4,2
703,1,0,0,0,0,2,3.384615,4,3.600000,1.500000,4,4,3
704,2,1,1,0,0,2,3.769231,4.200000,3.800000,5,4,3,3
705,1,0,1,0,0,2,2.692308,1.800000,2,2.500000,4,4,3
706,1,1,1,0,0,1,4,4.100000,4,4,3,4,3
707,1,0,1,0,0,2,3.461538,3.900000,4,4.250000,4,4,3
708,2,0,1,0,0,2,2.538462,2,2.600000,2,4,4,2
709,1,0,1,0,0,2,3.692308,4.100000,3.900000,4.250000,4,4,2
710,1,0,1,0,0,1,4.153846,4.600000,4.100000,4.250000,3,4,3
711,1,1,1,0,0,2,4.076923,4,4.200000,4.500000,4,4,2
712,1,1,1,0,0,2,3.307692,4,4,4.500000,4,3,3
713,2,1,1,0,0,2,3.615385,4.400000,4,2.250000,4,4,3
714,2,0,1,0,0,1,3.769231,4,4.300000,4,3,4,3
715,2,1,1,0,0,1,4.230769,4.100000,3.800000,4.500000,3,4,3
716,1,0,0,0,0,1,2.461538,1.700000,2.400000,2.750000,3,3,2
717,1,0,0,0,0,1,2.692308,2.200000,2.100000,1.750000,3,4,2
718,2,0,1,0,0,1,4.230769,4.100000,4.400000,4.250000,4,4,2
719,1,0,1,0,0,2,4.230769,4.300000,2.400000,4,4,3,3
720,1,0,1,0,0,1,3.923077,4.600000,4.100000,4.500000,4,4,3
721,1,0,1,0,0,1,4.461538,4.900000,4.800000,4.500000,4,4,3
