respondent_id,visit_group,visit_depth_bin,attention_flag,logic_flag,invalid_union_flag,cluster_label,perception_mean,importance_mean,performance_mean,cognition_mean,motive_count,new_project_pref_count,promo_pref_count
722,1,0,1,0,0,1,4,4.200000,4.200000,4,4,4,3
723,1,0,1,0,0,2,4.615385,5,4.800000,4.500000,4,4,3
724,1,0,1,0,0,1,4.076923,4.200000,4,3.500000,4,3,3
725,1,0,1,0,0,1,3.769231,4,4,4.500000,3,3,3
726,1,0,1,0,0,2,3.461538,4.100000,4.100000,4,4,4,2
727,1,1,1,0,0,2,4.076923,2.200000,2.100000,1.500000,4,3,3
728,1,0,1,0,0,1,4.307692,2.500000,4.600000,2.500000,4,4,2
729,1,0,1,0,0,2,4.307692,4.300000,4,4.500000,4,4,3
730,2,0,1,0,0,2,3.615385,4.100000,4.300000,4.250000,4,3,3
731,1,1,1,0,0,2,3.615385,3.800000,4.100000,2,4,3,2
732,2,0,1,0,0,2,3.923077,4.100000,4.400000,5,4,4,3
733,2,0,1,0,0,2,2.153846,1.500000,1.300000,1,4,4,2
734,2,1,1,0,0,2,4.230769,4.100000,4,4.500000,4,4,3
735,1,1,1,0,0,1,4.076923,3.900000,4.500000,4.500000,3,4,2
736,2,0,1,0,0,1,3.769231,3.900000,4.100000,4.500000,4,4,3
737,1,0,0,0,0,1,3.846154,4.100000,3.900000,4,4,3,3
738,1,0,1,0,0,1,2.307692,2.200000,1.900000,1.750000,3,3,3
739,1,1,1,0,0,1,2.615385,4.400000,2.400000,2.500000,4,4,3
740,2,0,1,0,0,2,4.076923,4.100000,4.100000,4,4,4,2
741,1,0,1,0,0,2,4.153846,4.100000,4,3.500000,4,4,2
742,2,0,1,0,0,2,3.538462,4.400000,3.900000,1.750000,4,3,2
743,2,0,1,0,0,2,2.384615,2.500000,2,1.500000,4,4,3
744,2,1,1,0,0,1,2.461538,2.300000,2.400000,4,4,4,3
745,1,0,1,0,0,2,3.307692,4.300000,4.300000,4.250000,4,4,3
746,2,0,1,0,0,1,4.153846,3.700000,4.300000,3.500000,3,4,3
747,1,0,1,0,0,1,3.692308,4.300000,2.600000,4.250000,4,4,3
748,2,1,1,0,0,1,4.153846,1.900000,4,3.750000,4,3,3
749,1,0,1,0,0,2,4.076923,3.900000,4.100000,4,4,4,2
750,1,0,1,0,0,2,4.615385,4.900000,4.700000,4.500000,4,4,3
751,2,0,1,0,0,1,3.692308,2.100000,2.200000,2.250000,4,3,3
752,1,0,1,0,0,1,4,4.300000,4.300000,2,4,3,3
753,1,0,1,0,0,1,3.923077,4,4.100000,4.250000,3,3,3
754,1,1,1,0,0,2,4.538462,4.800000,3.700000,3.750000,4,3,3
755,1,1,1,0,0,2,4.230769,4.200000,3.700000,4,4,3,3
756,1,0,1,0,0,2,4,4.300000,4,3.750000,4,3,3
757,1,0,1,0,0,2,4,4.300000,4,4.250000,4,4,3
758,1,0,1,0,0,2,3.461538,3.800000,4.300000,4,4,4,2
759,1,0,1,0,0,2,4.076923,4.100000,3.700000,4,4,4,3
760,1,0,1,0,0,2,4,2.100000,3.900000,4,4,4,2
761,1,0,1,0,0,2,4.076923,4.100000,1.800000,4,4,4,2
762,1,1,1,0,0,1,3.384615,4,2.600000,1.500000,4,4,2
763,2,0,1,0,0,1,4.076923,4.300000,4.200000,4.500000,3,4,3
764,2,1,1,0,0,2,4.076923,4.500000,4,4,4,4,3
765,1,0,1,0,0,1,4.153846,4.400000,4.200000,4,4,4,3
766,1,1,1,0,0,1,4.461538,4.900000,5,4.250000,4,3,2
767,1,0,1,0,0,1,3.076923,1.900000,4,4,3,3,3
768,1,0,0,0,0,2,2.461538,2.300000,2.100000,2,4,4,3
769,1,1,1,0,0,2,3.692308,4.100000,3.800000,4,4,4,2
770,2,1,1,0,0,1,4.230769,4.200000,4.200000,4,3,4,3
771,1,1,1,0,0,2,4.384615,4.300000,3.900000,3.250000,4,4,2
772,1,0,1,0,0,2,4.538462,4.700000,4.800000,4.250000,4,4,2
773,2,0,1,0,0,2,4.153846,4.200000,2.700000,4.250000,4,4,3
774,1,1,1,0,0,2,4.307692,4,4.500000,3.750000,4,4,3
775,2,0,1,0,0,1,4.153846,4.400000,4.500000,3.250000,3,4,2
776,1,1,0,0,0,2,2.923077,2.500000,2.200000,2.500000,4,4,3
777,1,0,1,0,0,2,4.076923,3.900000,1.600000,1.750000,4,4,2
778,1,0,1,0,0,2,4.153846,4.200000,4.100000,3.750000,4,3,2
779,2,0,1,0,0,2,3.538462,1.800000,4.200000,3.750000,4,3,2
780,1,0,1,0,0,1,4.076923,2,4.500000,4.250000,3,4,2
781,1,1,1,0,0,1,4.076923,4.600000,3.800000,4,3,3,3
782,1,0,1,0,0,1,3.615385,4,2.400000,4.250000,3,3,3
783,1,0,1,0,0,1,3.538462,4.100000,4.200000,2,4,3,3
784,2,0,1,0,0,2,4.307692,4,4,1.250000,4,3,3
785,1,1,1,0,0,1,4.153846,4.400000,4,3.500000,3,4,3
786,1,0,1,0,0,1,2.846154,4.100000,2.400000,1.500000,4,4,2
787,1,0,0,0,0,2,3.615385,4,2.100000,4.500000,4,4,3
788,1,1,1,0,0,2,4.230769,2.200000,1.800000,3.500000,4,4,2
789,1,0,1,0,0,2,2.384615,1.800000,1.800000,1,4,3,3
790,1,1,1,0,0,2,4.538462,4.800000,4.900000,4.250000,4,4,2
791,1,0,1,0,0,2,4,4.300000,1.600000,2.500000,4,4,3
792,1,0,1,0,0,2,3.769231,4.100000,4,3.750000,4,4,3
793,1,1,1,0,0,2,3.230769,4.400000,4,4.250000,4,4,3
794,2,1,1,0,0,2,3.461538,4.200000,3.800000,4.500000,4,4,3
795,1,1,1,0,0,2,4.307692,4.100000,4.100000,3.750000,4,4,3
796,2,1,1,0,0,1,4.307692,4.300000,3.900000,4,4,3,3
797,1,1,1,0,0,1,4.076923,4.200000,4.100000,4.250000,4,4,3
798,2,0,1,0,0,2,3.692308,2,4.300000,4.250000,4,4,2
799,1,0,1,0,0,2,3.923077,3.800000,4.100000,3.750000,4,3,3
800,1,1,1,0,0,2,3.615385,2.500000,4,3.750000,4,3,3
801,1,0,1,0,0,2,4.076923,2.300000,4.100000,4,4,4,2
802,2,0,1,0,0,2,3.615385,4.300000,4,2.250000,4,4,2
803,1,0,1,0,0,2,3.923077,4.300000,4.300000,4.250000,4,4,3
804,1,0,1,0,0,2,4.076923,4.100000,4.300000,3.500000,4,3,3
805,2,1,1,0,0,2,3.692308,4,4.200000,4.500000,4,4,2
806,1,0,1,0,0,1,4,4.200000,4.100000,3.750000,4,4,2
807,1,0,1,0,0,2,4,3.700000,4,1.500000,4,3,3
808,1,0,1,0,0,2,3.769231,3.800000,2.400000,4.500000,4,4,3
809,1,0,1,0,0,1,3.538462,4.100000,3.900000,4,4,4,2
810,2,0,1,0,0,2,4.307692,4.100000,4,3.750000,4,4,3
811,1,0,1,0,0,2,2.692308,2.600000,1.900000,2.250000,4,4,3
812,1,1,1,0,0,2,3.769231,3.900000,4.500000,4,3,3,3
813,1,0,0,0,0,1,4.153846,4,3.800000,4,2,5,4
815,2,0,0,0,0,2,3.846154,4.200000,4,3.250000,2,1,2
816,2,0,0,0,0,2,3.769231,4,4,3,1,1,1
817,2,0,0,0,0,2,4,3.500000,3.300000,3,1,1,1
818,2,0,0,0,0,2,4.615385,4.200000,4.400000,4.500000,2,3,3
819,1,0,0,0,0,1,4.153846,4,4.300000,3.500000,3,7,3
820,2,0,0,0,0,1,3.384615,3.600000,3.700000,3.750000,1,2,2
821,2,0,0,0,0,2,4.153846,4.500000,4,4,3,3,3
822,2,0,0,0,0,1,3.692308,4.100000,3.700000,3,4,2,2
823,2,0,0,0,0,1,5,3.900000,4.100000,5,1,2,1
824,2,0,0,0,0,2,4.461538,4.300000,4.400000,3.250000,2,2,3
825,1,0,0,0,0,2,3.461538,3.600000,3.900000,3.500000,3,2,1
826,2,0,0,0,0,2,3.769231,4,4,4,3,2,1
827,2,0,0,0,0,2,3.615385,4,4,3.500000,1,2,3
828,2,0,0,0,0,1,3.538462,4,3.400000,3,4,4,3
829,2,0,0,0,0,1,3.384615,3.700000,4.100000,3.750000,3,3,3
830,2,0,0,0,0,1,3.692308,4.300000,3.500000,3.250000,4,3,4
831,1,0,0,0,0,1,4.153846,4.600000,3.900000,3.750000,2,7,5
832,2,0,0,0,0,2,4.692308,4.400000,4,4,2,3,3
833,1,0,0,0,0,1,4.230769,4.500000,4.300000,3.500000,5,2,3
834,2,0,0,0,0,1,4,4,3,3,1,1,4
835,2,0,0,0,0,1,4.076923,3.800000,4,3.500000,1,3,2
836,2,0,0,0,0,2,4.307692,4.100000,4.200000,3.750000,2,4,2
837,2,0,0,0,0,1,4,4.400000,3,2.750000,2,6,3
838,1,0,0,0,0,2,3.615385,3.900000,3.900000,3.500000,2,4,3
839,2,0,0,0,0,1,4.153846,4.100000,4.600000,4.500000,3,1,1
840,2,0,0,0,0,1,4,4.500000,3.700000,4,4,6,3
841,1,0,0,0,0,2,4.384615,4.400000,4.400000,4.500000,4,5,3
842,2,0,0,0,0,2,3.538462,3.500000,3.800000,3.750000,1,2,2
843,2,0,0,0,0,2,3.615385,4,4,4,1,5,2
844,2,0,0,0,0,1,4.307692,4.900000,4.900000,4,3,4,3
845,2,0,0,0,0,1,3.846154,4.400000,3.800000,3.250000,3,2,2
846,2,0,0,0,0,1,3.846154,4.400000,4.700000,5,3,6,4
847,2,0,0,0,0,2,4,4,4,4,1,3,4
848,2,0,0,0,0,1,3.384615,4.100000,3.800000,3,2,2,3
849,2,0,0,0,0,1,4,4.400000,3.900000,3.250000,3,3,3
850,2,0,0,0,0,2,4.076923,4.400000,4.400000,4.250000,2,8,4
851,1,0,0,0,0,2,3.461538,4.100000,3.800000,4,3,2,1
852,2,1,0,0,0,1,3.846154,4.300000,4,3.500000,1,1,1
853,2,0,0,0,0,1,3.461538,4.600000,3.300000,3,4,3,3
854,2,0,0,0,0,2,4.076923,5,5,5,1,8,4
855,1,0,0,0,0,2,4,4.100000,4.300000,4,3,3,4
856,1,0,0,0,0,2,3.307692,3.900000,3.900000,4,1,6,4
857,2,0,0,0,0,2,4.153846,4.300000,4.200000,4.250000,2,3,3
859,2,0,0,0,0,2,5,4.400000,3,5,2,1,2
860,2,0,0,0,0,2,3.615385,3,3,1,1,1,4
861,2,0,0,0,0,1,4,3.800000,4.300000,3.250000,3,2,3
862,1,0,0,0,0,2,3.615385,4,3.800000,3.750000,2,3,3
863,2,0,0,0,0,1,4.153846,4.300000,3.900000,3.500000,4,6,3
