term,coef,std_err,z,p_value,odds_ratio,marginal_effect
Intercept,-2.3199227331788728,0.4596259081535214,-5.047415065218618,4.478277482915398e-07,0.0982811791852841,
Q2_age_code,0.3840145879185471,0.2517307641795047,1.5254972477051443,0.12713511951538423,1.4681668590243249,0.031288950666047075
Q6_habit_code,-0.00801860175962822,0.32496942770658893,-0.024674941935978422,0.9803142424321465,0.9920134614694704,-0.0006533440206727313
Q7_knowledge_code,-0.027336348065098316,0.32713764573925924,-0.08356222043269942,0.933404505565874,0.9730339084061248,-0.0022273259217438232
Q8_visit_status_code,-1.2300424532909424,0.5602173356146289,-2.195652249749521,0.02811684336537512,0.2922801691624119,-0.10022207189255837
perception_mean,0.13685344086452994,0.4763085349883505,0.287320992196533,0.7738665505431727,1.1466600826945101,0.011150619519166073
performance_mean,0.12033413161532927,0.3591455112102592,0.3350567607258232,0.7375822693863026,1.1278736468697765,0.009804650203424746
cognition_mean,-0.43224140281331164,0.3553965859344506,-1.2162227210956784,0.22390009063002403,0.6490526746301067,-0.03521840147207462
motive_count,0.33920625544666716,0.4690634392344583,0.7231564583252823,0.4695837661387441,1.4038328635286481,0.027638032840920427
