cluster,cluster_name,n,share_pct,motive_count,new_project_pref_count,promo_pref_count,importance_mean,performance_mean,cognition_mean
1,价格优惠敏感型,375,42.61363636363637,3.4266666666666667,3.7146666666666666,2.696,3.8146666666666667,3.795733333333333,3.716666666666667
2,文化深度体验型,505,57.38636363636363,3.904950495049505,3.700990099009901,2.6396039603960397,3.7318811881188116,3.6396039603960397,3.7
