var1,var2,n,chi2,dof,p_value
C008,C006,880,11.844442677793587,3,0.00793548203951956
C008,C007,880,35.531554339099394,4,3.612331212082114e-07
C008,C090,880,2.020182795360729,4,0.732046527296444
C008,C091,880,7.019298159925752,4,0.1348719136377333
C008,C024,880,14.229564294743037,3,0.002608759116589302
C008,C025,880,23.30385871932015,4,0.00011010020662150866
