term,coef,std_err,z,p_value,odds_ratio,marginal_effect
Intercept,-1.1882635586034518,0.07694200348884725,-15.44362642929737,8.328296451856314e-54,0.3047499853772739,
Q2_age_code,-0.08816128073402836,0.07246314933357309,-1.216636063224237,0.2237427152249678,0.9156131940464386,-0.015782179652436303
Q6_habit_code,-0.05238839979435491,0.07792692991236792,-0.6722759366148242,0.5014080460168389,0.9489602193021814,-0.009378302247587903
Q7_knowledge_code,-0.12689803345256137,0.07969934019230829,-1.5922093350630797,0.11133767641159635,0.880823482547692,-0.022716634159741574
Q8_visit_status_code,-0.13289380882264407,0.08176009616016475,-1.6254116013062219,0.10407488557575441,0.875558063713931,-0.023789967070271468
perception_mean,0.08406111983555264,0.09701587848234071,0.8664676458179353,0.38623376163142387,1.0876953715394913,0.015048189908130536
performance_mean,-0.037191619978860675,0.08603964003946926,-0.432261454857315,0.6655513983977255,0.9634914934394737,-0.006657852780545674
cognition_mean,0.052777793148475714,0.08659559550680566,0.6094743368827326,0.5422100780667896,1.0541953696575304,0.009448009445793649
motive_count,0.3483090586282833,0.10206940348836259,3.4124727560301227,0.0006437636149493675,1.4166700161807222,0.06235249864877228
