var1,var2,n,chi2,dof,p_value
C008,C006,961,43.33090782888823,3,2.093382834277271e-09
C008,C007,961,81.55169569015536,4,8.169576778313485e-17
C008,C090,961,3.1708558110413625,4,0.529651054391537
C008,C091,961,17.23015425792541,4,0.0017437021943077793
C008,C024,961,52.812287562107265,3,2.0103265399668683e-11
C008,C025,961,68.93713192434252,4,3.804833294434759e-14
