cluster,cluster_name,n,share_pct,motive_count,new_project_pref_count,promo_pref_count,importance_mean,performance_mean,cognition_mean
1,文化深度体验型,515,63.34563345633456,3.9669902912621358,3.745631067961165,2.650485436893204,3.7258252427184466,3.644466019417476,3.708252427184466
2,价格优惠敏感型,298,36.65436654366544,3.577181208053691,3.7416107382550337,2.6778523489932886,3.761744966442953,3.7661073825503353,3.7206375838926173
